OTU,A15MPa,A15MPaII,A30MPa,A30MPaII,A8MPa,A8MPaII,AOrigin,Kingdom,Phylum,Class,Order,Family,Genus,Species
Unassigned;__;__;__;__;__;__,233,42,8,28,44,42,54,Unassigned,__,__,__,__,__,__
d__Archaea;__;__;__;__;__;__,218,103,5,29,6,140,7,d__Archaea,__,__,__,__,__,__
d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__Aenigmarchaeales;f__Aenigmarchaeales;g__Aenigmarchaeales;s__uncultured_Candidatus,3,0,0,0,0,0,0,d__Archaea,p__Aenigmarchaeota,c__Aenigmarchaeia,o__Aenigmarchaeales,f__Aenigmarchaeales,g__Aenigmarchaeales,s__uncultured_Candidatus
d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__Aenigmarchaeales;f__Aenigmarchaeales;g__Aenigmarchaeales;s__uncultured_archaeon,370,97,15,26,15,81,32,d__Archaea,p__Aenigmarchaeota,c__Aenigmarchaeia,o__Aenigmarchaeales,f__Aenigmarchaeales,g__Aenigmarchaeales,s__uncultured_archaeon
d__Archaea;p__Aenigmarchaeota;c__Deep_Sea_Euryarchaeotic_Group(DSEG);o__Deep_Sea_Euryarchaeotic_Group(DSEG);f__Deep_Sea_Euryarchaeotic_Group(DSEG);g__Deep_Sea_Euryarchaeotic_Group(DSEG);s__uncultured_archaeon,27,1,1,1,1,3,1,d__Archaea,p__Aenigmarchaeota,c__Deep_Sea_Euryarchaeotic_Group(DSEG),o__Deep_Sea_Euryarchaeotic_Group(DSEG),f__Deep_Sea_Euryarchaeotic_Group(DSEG),g__Deep_Sea_Euryarchaeotic_Group(DSEG),s__uncultured_archaeon
d__Archaea;p__Aenigmarchaeota;c__Deep_Sea_Euryarchaeotic_Group(DSEG);o__Deep_Sea_Euryarchaeotic_Group(DSEG);f__Deep_Sea_Euryarchaeotic_Group(DSEG);g__Deep_Sea_Euryarchaeotic_Group(DSEG);s__uncultured_crenarchaeote,6,9,1,0,1,0,0,d__Archaea,p__Aenigmarchaeota,c__Deep_Sea_Euryarchaeotic_Group(DSEG),o__Deep_Sea_Euryarchaeotic_Group(DSEG),f__Deep_Sea_Euryarchaeotic_Group(DSEG),g__Deep_Sea_Euryarchaeotic_Group(DSEG),s__uncultured_crenarchaeote
d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Candidatus_Altiarchaeum;__,1,0,0,0,0,0,0,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__Altiarchaeales,f__Altiarchaeaceae,g__Candidatus_Altiarchaeum,__
d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__Altiarchaeales;f__Altiarchaeaceae;g__Candidatus_Altiarchaeum;s__uncultured_archaeon,43,46,5,0,10,12,25,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__Altiarchaeales,f__Altiarchaeaceae,g__Candidatus_Altiarchaeum,s__uncultured_archaeon
d__Archaea;p__Asgardarchaeota;__;__;__;__;__,123,35,26,2,39,69,31,d__Archaea,p__Asgardarchaeota,__,__,__,__,__
d__Archaea;p__Asgardarchaeota;c__Asgardarchaeota;o__Asgardarchaeota;f__Asgardarchaeota;g__Asgardarchaeota;s__uncultured_archaeon,5,0,0,0,0,0,0,d__Archaea,p__Asgardarchaeota,c__Asgardarchaeota,o__Asgardarchaeota,f__Asgardarchaeota,g__Asgardarchaeota,s__uncultured_archaeon
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia;__,64,199,0,1,2,5,0,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Lokiarchaeia,f__Lokiarchaeia,g__Lokiarchaeia,__
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia;s__Lokiarchaeum_sp.,3,52,0,2,0,0,0,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Lokiarchaeia,f__Lokiarchaeia,g__Lokiarchaeia,s__Lokiarchaeum_sp.
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia;s__uncultured_archaeon,60,184,0,0,4,1,3,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Lokiarchaeia,f__Lokiarchaeia,g__Lokiarchaeia,s__uncultured_archaeon
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia;s__uncultured_euryarchaeote,14,9,0,0,0,1,0,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Lokiarchaeia,f__Lokiarchaeia,g__Lokiarchaeia,s__uncultured_euryarchaeote
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia;s__uncultured_marine,60,7,3,0,1,15,3,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Lokiarchaeia,f__Lokiarchaeia,g__Lokiarchaeia,s__uncultured_marine
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia;s__unidentified_archaeon,14,0,0,0,0,0,0,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Lokiarchaeia,f__Lokiarchaeia,g__Lokiarchaeia,s__unidentified_archaeon
d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeia;f__Odinarchaeia;g__Odinarchaeia;__,12,0,1,0,0,2,0,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeia,f__Odinarchaeia,g__Odinarchaeia,__
d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeia;f__Odinarchaeia;g__Odinarchaeia;s__uncultured_archaeon,69,0,0,0,0,0,0,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeia,f__Odinarchaeia,g__Odinarchaeia,s__uncultured_archaeon
d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeia;f__Odinarchaeia;g__Odinarchaeia;s__uncultured_crenarchaeote,13,2,0,0,0,1,0,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeia,f__Odinarchaeia,g__Odinarchaeia,s__uncultured_crenarchaeote
d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeia;f__Odinarchaeia;g__Odinarchaeia;s__uncultured_eukaryote,15,0,0,0,0,0,0,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeia,f__Odinarchaeia,g__Odinarchaeia,s__uncultured_eukaryote
d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeia;f__Odinarchaeia;g__Odinarchaeia;s__uncultured_euryarchaeote,1,0,1,0,0,0,0,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeia,f__Odinarchaeia,g__Odinarchaeia,s__uncultured_euryarchaeote
d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeia;f__Odinarchaeia;g__Odinarchaeia;s__uncultured_marine,5,1,3,0,4,3,13,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeia,f__Odinarchaeia,g__Odinarchaeia,s__uncultured_marine
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;__,341,1565,17,9,27,41,47,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,__
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__marine_metagenome,188,238,0,0,3,0,7,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,s__marine_metagenome
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__miscellaneous_Crenarchaeota,0,3,0,0,0,0,0,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,s__miscellaneous_Crenarchaeota
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_Desulfurococcales,1,1,0,0,2,0,2,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,s__uncultured_Desulfurococcales
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_archaeon,116,673,10,35,141,16,60,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,s__uncultured_archaeon
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_crenarchaeote,208,1711,11,13,33,18,49,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,s__uncultured_crenarchaeote
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_eukaryote,3,0,0,0,0,0,0,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,s__uncultured_eukaryote
d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_marine,0,0,0,0,3,0,9,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__Bathyarchaeia,f__Bathyarchaeia,g__Bathyarchaeia,s__uncultured_marine
