OTU,B15MPa,B15MPaII,B30MPa,B30MPaII,B8MPa,BOrigin,B8MPaII,Kingdom,Phylum,Class,Order,Family,Genus,Species
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;s__uncultured_bacterium,1,4,0,7,1,0,1,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadales,g__Saccharimonadales,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;__;__;__;__;__,2,0,0,8,0,2,1,d__Bacteria,p__Planctomycetota,__,__,__,__,__
d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5;o__028H05-P-BN-P5;f__028H05-P-BN-P5;g__028H05-P-BN-P5;s__uncultured_bacterium,0,0,0,0,1,0,0,d__Bacteria,p__Planctomycetota,c__028H05-P-BN-P5,o__028H05-P-BN-P5,f__028H05-P-BN-P5,g__028H05-P-BN-P5,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11;__,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__BD7-11,o__BD7-11,f__BD7-11,g__BD7-11,__
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11;s__uncultured_bacterium,0,0,0,0,1,0,0,d__Bacteria,p__Planctomycetota,c__BD7-11,o__BD7-11,f__BD7-11,g__BD7-11,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__Candidatus_Kuenenia;__,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__Brocadiales,f__Brocadiaceae,g__Candidatus_Kuenenia,__
d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__SM23-32;g__SM23-32;s__Planctomycetes_bacterium,2,0,0,9,0,0,0,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__SM23-32,f__SM23-32,g__SM23-32,s__Planctomycetes_bacterium
d__Bacteria;p__Planctomycetota;c__ODP123;o__ODP123;f__ODP123;g__ODP123;s__uncultured_planctomycete,0,0,0,1,0,1,0,d__Bacteria,p__Planctomycetota,c__ODP123,o__ODP123,f__ODP123,g__ODP123,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;__,0,0,0,3,0,0,0,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,__
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__marine_metagenome,0,0,0,0,1,0,0,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__marine_metagenome
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__uncultured_bacterium,0,0,0,6,2,3,0,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__uncultured_deep-sea,0,0,0,1,1,0,0,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__uncultured_deep-sea
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__uncultured_planctomycete,1,0,0,0,1,0,0,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Amsterdam-1B-07;f__Amsterdam-1B-07;g__Amsterdam-1B-07;s__uncultured_bacterium,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Amsterdam-1B-07,f__Amsterdam-1B-07,g__Amsterdam-1B-07,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__B103G10;f__B103G10;g__B103G10;s__uncultured_bacterium,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__B103G10,f__B103G10,g__B103G10,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__C86;f__C86;g__C86;__,0,0,0,2,0,1,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__C86,f__C86,g__C86,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__C86;f__C86;g__C86;s__uncultured_bacterium,0,0,0,1,4,5,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__C86,f__C86,g__C86,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a;__,0,0,0,10,2,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__CCM11a,f__CCM11a,g__CCM11a,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a;s__uncultured_Planctomycetales,0,0,0,2,4,2,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__CCM11a,f__CCM11a,g__CCM11a,s__uncultured_Planctomycetales
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a;s__uncultured_bacterium,0,0,0,13,2,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__CCM11a,f__CCM11a,g__CCM11a,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a;s__uncultured_deep-sea,0,0,1,2,2,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__CCM11a,f__CCM11a,g__CCM11a,s__uncultured_deep-sea
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a;s__uncultured_planctomycete,1,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__CCM11a,f__CCM11a,g__CCM11a,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__DG-20;f__DG-20;g__DG-20;s__uncultured_bacterium,0,1,1,1,0,0,1,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__DG-20,f__DG-20,g__DG-20,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;__;__;__,4,0,0,3,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,__,__,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__4572-13;g__4572-13;s__Planctomycetales_bacterium,1,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__4572-13,g__4572-13,s__Planctomycetales_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__4572-13;g__4572-13;s__uncultured_Planctomyces,2,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__4572-13,g__4572-13,s__uncultured_Planctomyces
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__4572-13;g__4572-13;s__uncultured_bacterium,2,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__4572-13,g__4572-13,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__L21-RPul-D3;g__L21-RPul-D3;s__uncultured_bacterium,2,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__L21-RPul-D3,g__L21-RPul-D3,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;__,11,2,0,117,1,0,4,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__bacterium_enrichment,731,2207,328,3084,67,27,2536,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__bacterium_enrichment
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__uncultured_Planctomyces,11,0,0,3,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_Planctomyces
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__uncultured_Planctomycetales,3,0,0,13,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_Planctomycetales
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__uncultured_bacterium,2,0,0,150,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__uncultured_deep-sea,1,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_deep-sea
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__uncultured_microorganism,0,2,0,7,0,0,1,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_microorganism
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__uncultured_organism,3,1,0,9,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_organism
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SG8-4;g__SG8-4;s__uncultured_planctomycete,0,0,0,14,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__SG8-4,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SM23-30;g__SM23-30;__,2,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SM23-30,g__SM23-30,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SM23-30;g__SM23-30;s__uncultured_bacterium,3,0,0,2,0,0,1,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SM23-30,g__SM23-30,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__SM23-30;g__SM23-30;s__uncultured_organism,1,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SM23-30,g__SM23-30,s__uncultured_organism
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group;__,4,0,0,9,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564_sediment_group,g__AKAU3564_sediment_group,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group;s__uncultured_Phycisphaerales,2,0,0,4,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564_sediment_group,g__AKAU3564_sediment_group,s__uncultured_Phycisphaerales
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group;s__uncultured_bacterium,3,1,1,6,1,1,2,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564_sediment_group,g__AKAU3564_sediment_group,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group;s__uncultured_organism,2,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564_sediment_group,g__AKAU3564_sediment_group,s__uncultured_organism
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group;s__uncultured_planctomycete,2,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564_sediment_group,g__AKAU3564_sediment_group,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;__;__,0,0,0,2,0,1,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,__,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__AKYG587;__,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__AKYG587,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__AKYG587;s__uncultured_soil,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__AKYG587,s__uncultured_soil
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__CL500-3;s__uncultured_Phycisphaeraceae,0,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__CL500-3,s__uncultured_Phycisphaeraceae
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__I-8;s__bacterium_enrichment,1,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__I-8,s__bacterium_enrichment
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;__,1,0,0,0,1,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__uncultured_Algisphaera,1,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_Algisphaera
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__uncultured_bacterium,0,0,0,0,0,1,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19_marine_sediment_group;__,0,0,0,1,3,2,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Urania-1B-19_marine_sediment_group,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19_marine_sediment_group;s__uncultured_deep-sea,0,0,0,0,1,1,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Urania-1B-19_marine_sediment_group,s__uncultured_deep-sea
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19_marine_sediment_group;s__uncultured_organism,0,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Urania-1B-19_marine_sediment_group,s__uncultured_organism
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19_marine_sediment_group;s__uncultured_planctomycete,0,0,0,11,3,3,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Urania-1B-19_marine_sediment_group,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Z195MB87;__,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Z195MB87,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured;__,0,1,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__uncultured,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured;s__uncultured_deep-sea,0,0,0,0,1,1,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__uncultured,s__uncultured_deep-sea
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured;s__uncultured_organism,3,1,0,0,0,0,2,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__uncultured,s__uncultured_organism
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured;s__uncultured_planctomycete,1,0,0,1,0,0,1,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__uncultured,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__S-70;f__S-70;g__S-70;s__uncultured_bacterium,1,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__S-70,f__S-70,g__S-70,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__mle1-8;g__mle1-8;__,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__mle1-8,f__mle1-8,g__mle1-8,__
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__mle1-8;g__mle1-8;s__uncultured_bacterium,0,0,0,8,1,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__mle1-8,f__mle1-8,g__mle1-8,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__mle1-8;g__mle1-8;s__uncultured_planctomycete,0,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__mle1-8,f__mle1-8,g__mle1-8,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;__,0,0,0,2,0,1,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,__
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;s__hydrothermal_vent,0,0,0,0,0,1,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__hydrothermal_vent
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;s__uncultured_bacterium,0,0,0,6,2,1,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;s__uncultured_deep-sea,0,0,0,0,2,0,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__uncultured_deep-sea
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;s__uncultured_organism,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__uncultured_organism
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;s__uncultured_planctomycete,2,0,0,6,0,0,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;s__uncultured_sediment,0,0,0,0,2,0,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__uncultured_sediment
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage;s__unidentified_marine,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__unidentified_marine
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;__,2,0,0,0,0,0,1,d__Bacteria,p__Planctomycetota,c__Pla4_lineage,o__Pla4_lineage,f__Pla4_lineage,g__Pla4_lineage,__
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;s__metagenome,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Pla4_lineage,o__Pla4_lineage,f__Pla4_lineage,g__Pla4_lineage,s__metagenome
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;s__uncultured_Planctomycetales,0,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Pla4_lineage,o__Pla4_lineage,f__Pla4_lineage,g__Pla4_lineage,s__uncultured_Planctomycetales
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;s__uncultured_bacterium,1,0,0,2,0,0,0,d__Bacteria,p__Planctomycetota,c__Pla4_lineage,o__Pla4_lineage,f__Pla4_lineage,g__Pla4_lineage,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;s__uncultured_planctomycete,0,0,0,4,0,0,0,d__Bacteria,p__Planctomycetota,c__Pla4_lineage,o__Pla4_lineage,f__Pla4_lineage,g__Pla4_lineage,s__uncultured_planctomycete
d__Bacteria;p__Planctomycetota;c__Planctomycetes;__;__;__;__,0,0,0,0,1,1,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,__,__,__,__
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__Gemmata_sp.,2,1,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Fimbriiglobus,s__Gemmata_sp.
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;__,0,0,0,1,1,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,__
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured;s__uncultured_bacterium,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera;__,1,0,0,0,0,0,1,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,__
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Tundrisphaera;s__uncultured_bacterium,0,0,0,0,0,0,1,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tundrisphaera,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__;__,6,0,0,4,3,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,__,__
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;__,2,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,__
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__bacterium_SH1-10,1,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__bacterium_SH1-10
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__metagenome,1,0,0,0,1,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__metagenome
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__uncultured_deep-sea,0,0,0,1,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__uncultured_deep-sea
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Bythopirellula;s__uncultured_bacterium,0,0,0,0,1,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Bythopirellula,s__uncultured_bacterium
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;__,4,0,0,3,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,__
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__uncultured_Pirellula,1,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,s__uncultured_Pirellula
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__uncultured_Vibrio,1,0,0,0,2,1,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,s__uncultured_Vibrio
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__uncultured_bacterium,2,0,0,0,0,0,0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,s__uncultured_bacterium
